ID_User,Jumlah_Penghuni,Luas_Rumah_m2,Label_SKEM_AC,Punya_Water_Heater,Watt_AC,Watt_Kulkas,Jam_AC_Harian,Jam_TV_PC_Harian,Jam_Cuci_Harian,Jam_Lampu_Harian,Jam_WaterHeater_Harian,Frekuensi_Cuci_Mingguan,kWh_AC,kWh_Kulkas,kWh_TV_PC,kWh_MesinCuci,kWh_Lampu,kWh_WaterHeater,Estimasi_Sistem_kWh,Meteran_Riil_kWh,Selisih_Persen,IKE_kWh_per_m2,Label_IKE_SNI,Emisi_CO2_kg,Tarif_kWh_Rp,Biaya_Pemakaian_Rp,PPJ_Rp,Biaya_Beban_Rp,Total_Tagihan_Rp,Tagihan_per_Penghuni_Rp,Status_Anomali_RuleBased,Label_Ground_Truth,Skor_Efisiensi,Rekomendasi_Utama
USR-0519,2,74.5,Bintang_1,0,856,142,7.0,1.8,1.5,7.5,0.0,7,180.75,102.02,10.36,18.0,18.07,0.0,329.21,485.14,47.37,4.42,Sangat Hemat,286.41,1699.53,824513,24735,47500,896748,448374,Ya,Anomal,63.0,Pertahankan pola pemakaian
USR-0520,3,93.7,Bintang_1,0,917,127,9.0,6.1,0.86,7.1,0.0,4,246.96,91.78,28.43,10.29,25.62,0.0,403.08,419.82,4.15,4.3,Sangat Hemat,350.68,1699.53,713492,21405,47500,782397,260799,Tidak,Normal,69.8,Pertahankan pola pemakaian
USR-0521,3,40.1,Bintang_4,0,465,154,6.7,0.6,1.07,7.1,0.0,5,92.88,111.1,3.05,12.86,25.63,0.0,245.51,245.69,0.07,6.12,Sangat Hemat,213.6,1699.53,417565,12527,47500,477591,159197,Tidak,Normal,81.6,Pertahankan pola pemakaian
USR-0522,4,87.1,Bintang_1,0,821,165,8.2,2.2,0.64,6.2,0.0,3,201.24,119.04,11.33,7.71,29.72,0.0,369.04,375.75,1.82,4.24,Sangat Hemat,321.06,1699.53,638604,19158,47500,705262,176315,Tidak,Normal,79.3,Pertahankan pola pemakaian
USR-0523,9,57.1,Bintang_4,0,433,164,7.0,1.3,1.07,6.8,0.0,5,90.65,117.8,6.68,12.86,73.37,0.0,301.35,304.94,1.19,5.28,Sangat Hemat,262.18,1699.53,518250,15547,47500,581297,64589,Tidak,Normal,92.5,Pertahankan pola pemakaian
USR-0524,6,87.9,Bintang_4,1,380,147,6.7,6.1,0.43,6.2,0.67,2,76.39,106.01,27.68,5.14,44.74,7.02,266.97,261.87,1.91,3.04,Sangat Hemat,232.27,1699.53,445059,13352,47500,505911,84318,Tidak,Normal,90.0,Pertahankan pola pemakaian
USR-0525,6,55.1,Bintang_1,0,841,190,11.1,7.4,1.29,4.8,0.0,6,280.63,136.79,33.85,15.43,34.49,0.0,501.19,490.15,2.2,9.09,Sangat Hemat,436.04,1699.53,833032,24991,47500,905523,150920,Tidak,Normal,81.2,Pertahankan pola pemakaian
USR-0526,5,38.3,Bintang_1,1,769,173,9.6,0.7,0.43,6.3,0.69,2,221.25,124.42,3.53,5.14,37.82,7.25,399.41,393.08,1.58,10.43,Sangat Hemat,347.49,1699.53,668055,20042,47500,735596,147119,Tidak,Normal,82.1,Pertahankan pola pemakaian
USR-0527,1,40.7,Bintang_4,0,392,148,6.6,4.6,0.21,6.3,0.0,1,77.8,106.54,16.28,2.57,7.51,0.0,210.7,204.76,2.82,5.17,Sangat Hemat,183.31,1699.53,348004,10440,47500,405944,405944,Tidak,Normal,52.7,Pertahankan pola pemakaian
USR-0528,1,73.2,Bintang_4,0,407,140,5.7,5.2,0.21,6.6,0.0,1,69.6,101.06,17.68,2.57,7.9,0.0,198.81,203.92,2.57,2.72,Sangat Hemat,172.96,1699.53,346576,10397,47500,404473,404473,Tidak,Normal,55.4,Pertahankan pola pemakaian
USR-0529,9,78.9,Bintang_1,0,920,177,6.3,3.3,1.71,5.9,0.0,8,174.84,127.27,13.49,20.57,63.42,0.0,399.59,418.15,4.65,5.07,Sangat Hemat,347.64,1699.53,710667,21320,47500,779487,86610,Tidak,Normal,90.0,Pertahankan pola pemakaian
USR-0530,2,52.5,Bintang_4,0,380,170,7.5,3.9,1.07,5.2,0.0,5,85.97,122.51,18.41,12.86,12.57,0.0,252.33,261.6,3.68,4.81,Sangat Hemat,219.52,1699.53,444605,13338,47500,505444,252722,Tidak,Normal,71.7,Pertahankan pola pemakaian
USR-0531,5,90.0,Bintang_1,0,779,122,7.5,3.7,0.86,6.7,0.0,4,176.38,87.69,23.08,10.29,39.94,0.0,337.38,327.86,2.82,3.75,Sangat Hemat,293.52,1699.53,557207,16716,47500,621423,124285,Tidak,Normal,84.8,Pertahankan pola pemakaian
USR-0532,4,40.3,Bintang_4,0,398,172,8.4,4.6,0.21,4.7,0.0,1,100.3,123.64,20.81,2.57,22.5,0.0,269.81,367.73,36.29,6.7,Sangat Hemat,234.74,1699.53,624964,18749,47500,691213,172803,Ya,Anomal,84.9,Pertahankan pola pemakaian
USR-0533,2,70.4,Bintang_1,1,785,147,6.9,1.4,1.29,7.5,0.75,6,161.75,105.78,8.89,15.43,17.9,7.83,317.58,325.74,2.57,4.51,Sangat Hemat,276.29,1699.53,553608,16608,47500,617716,308858,Tidak,Normal,64.3,Pertahankan pola pemakaian
USR-0534,4,47.1,Bintang_1,1,784,133,10.7,5.6,0.21,5.8,0.73,1,251.18,95.6,27.73,2.57,27.69,7.61,412.39,407.86,1.1,8.75,Sangat Hemat,358.78,1699.53,693172,20795,47500,761467,190367,Tidak,Normal,76.8,Pertahankan pola pemakaian
USR-0535,1,57.3,Bintang_1,0,931,110,7.5,3.1,1.07,6.2,0.0,5,210.56,79.5,12.61,12.86,7.49,0.0,323.02,333.51,3.25,5.64,Sangat Hemat,281.03,1699.53,566807,17004,47500,631311,631311,Tidak,Normal,27.5,Pertahankan pola pemakaian
USR-0536,3,73.2,Bintang_4,0,402,145,8.2,3.0,0.43,6.6,0.0,2,98.19,104.13,16.45,5.14,23.61,0.0,247.52,254.43,2.79,3.38,Sangat Hemat,215.34,1699.53,432408,12972,47500,492881,164294,Tidak,Normal,81.5,Pertahankan pola pemakaian
USR-0537,3,53.3,Bintang_4,0,439,150,8.5,3.8,1.29,6.6,0.0,6,112.01,107.82,16.35,15.43,23.73,0.0,275.34,278.79,1.25,5.17,Sangat Hemat,239.55,1699.53,473820,14215,47500,535535,178512,Tidak,Normal,79.4,Pertahankan pola pemakaian
USR-0538,4,62.9,Bintang_4,1,369,182,7.6,1.3,0.64,4.6,0.41,3,84.05,130.86,5.99,7.71,22.04,4.27,254.91,248.68,2.45,4.05,Sangat Hemat,221.78,1699.53,422634,12679,47500,482813,120703,Tidak,Normal,85.7,Pertahankan pola pemakaian
USR-0539,2,102.4,Bintang_1,0,799,169,12.5,1.1,1.29,6.8,0.0,6,299.89,121.78,3.53,15.43,16.38,0.0,457.01,438.92,3.96,4.46,Sangat Hemat,397.6,1699.53,745954,22379,47500,815833,407917,Tidak,Normal,48.7,Pertahankan pola pemakaian
USR-0540,1,58.8,Bintang_1,0,849,138,12.7,2.5,0.64,6.3,0.0,3,322.47,99.61,7.94,7.71,7.56,0.0,445.3,434.28,2.47,7.57,Sangat Hemat,387.41,1699.53,738074,22142,47500,807716,807716,Tidak,Normal,0.0,Pertahankan pola pemakaian
USR-0541,1,96.5,Tidak_Ada,0,0,158,0.0,6.9,1.29,5.4,0.0,6,0.0,113.61,34.3,15.43,6.44,0.0,169.78,169.94,0.1,1.76,Sangat Hemat,147.7,1699.53,288820,8665,47500,344984,344984,Tidak,Normal,61.9,Pertahankan pola pemakaian
USR-0542,2,48.5,Bintang_4,0,446,167,7.5,1.3,1.07,5.3,0.0,5,100.77,119.9,7.33,12.86,12.6,0.0,253.46,265.61,4.79,5.23,Sangat Hemat,220.51,1699.53,451415,13542,47500,512457,256229,Tidak,Normal,71.5,Pertahankan pola pemakaian
USR-0543,6,86.7,Bintang_4,0,392,152,7.8,3.0,0.21,5.7,0.0,1,91.81,109.24,18.88,2.57,40.79,0.0,263.29,405.93,54.18,3.04,Sangat Hemat,229.06,1699.53,689886,20697,47500,758083,126347,Ya,Anomal,90.1,Pertahankan pola pemakaian
USR-0544,3,119.2,Tidak_Ada,0,0,138,0.0,1.8,0.64,4.7,0.0,3,0.0,99.54,6.67,7.71,16.92,0.0,130.85,126.93,3.0,1.1,Sangat Hemat,113.84,1699.53,215718,6472,47500,269690,89897,Tidak,Normal,90.2,Pertahankan pola pemakaian
USR-0545,4,30.3,Tidak_Ada,1,0,139,0.0,1.6,0.64,7.7,0.16,3,0.0,100.34,9.49,7.71,37.07,1.63,156.24,158.22,1.27,5.15,Sangat Hemat,135.92,1699.53,268907,8067,47500,324474,81118,Tidak,Normal,91.2,Pertahankan pola pemakaian
USR-0546,4,54.5,Tidak_Ada,1,0,158,0.0,3.7,0.43,7.5,0.02,2,0.0,113.55,20.86,5.14,35.93,0.16,175.65,172.21,1.96,3.22,Sangat Hemat,152.81,1699.53,292679,8780,47500,348960,87240,Tidak,Normal,90.1,Pertahankan pola pemakaian
USR-0547,2,88.1,Bintang_1,1,866,158,7.7,4.3,0.86,6.5,0.21,4,199.46,113.95,17.4,10.29,15.48,2.23,358.81,371.67,3.59,4.07,Sangat Hemat,312.16,1699.53,631665,18950,47500,698115,349057,Tidak,Normal,59.7,Pertahankan pola pemakaian
USR-0548,3,67.1,Tidak_Ada,0,0,144,0.0,1.7,0.43,5.8,0.0,2,0.0,103.78,9.74,5.14,20.8,0.0,139.46,134.43,3.61,2.08,Sangat Hemat,121.33,1699.53,228475,6854,47500,282829,94276,Tidak,Normal,89.6,Pertahankan pola pemakaian
USR-0549,3,82.0,Bintang_1,1,863,98,3.7,6.2,0.86,5.8,0.62,4,95.55,70.28,33.43,10.29,20.89,6.46,236.9,247.87,4.63,2.89,Sangat Hemat,206.1,1699.53,421261,12638,47500,481399,160466,Tidak,Normal,82.3,Pertahankan pola pemakaian
USR-0550,4,58.3,Bintang_4,0,502,124,4.2,3.5,0.86,6.8,0.0,4,63.58,89.42,19.36,10.29,32.44,0.0,215.08,223.95,4.12,3.69,Sangat Hemat,187.12,1699.53,380617,11419,47500,439535,109884,Tidak,Normal,87.9,Pertahankan pola pemakaian
USR-0551,4,74.2,Bintang_1,0,828,162,10.7,2.4,0.0,7.8,0.0,0,266.73,116.92,15.17,0.0,37.24,0.0,436.06,452.96,3.88,5.88,Sangat Hemat,379.37,1699.53,769818,23095,47500,840412,210103,Tidak,Normal,75.5,Pertahankan pola pemakaian
USR-0552,1,68.2,Bintang_4,0,401,107,10.0,3.3,0.86,5.4,0.0,4,120.0,77.32,18.39,10.29,6.52,0.0,232.5,224.9,3.27,3.41,Sangat Hemat,202.28,1699.53,382223,11467,47500,441190,441190,Tidak,Normal,47.8,Pertahankan pola pemakaian
USR-0553,5,108.4,Bintang_4,0,367,174,10.1,9.2,0.43,4.9,0.0,2,110.99,125.05,23.77,5.14,29.29,0.0,294.24,289.23,1.71,2.72,Sangat Hemat,255.99,1699.53,491550,14747,47500,553797,110759,Tidak,Normal,86.8,Pertahankan pola pemakaian
USR-0554,3,78.7,Bintang_4,1,343,171,5.7,4.3,0.64,7.5,0.32,3,58.92,122.92,20.46,7.71,27.17,3.39,240.59,247.9,3.04,3.06,Sangat Hemat,209.31,1699.53,421316,12639,47500,481456,160485,Tidak,Normal,82.0,Pertahankan pola pemakaian
USR-0555,6,81.0,Bintang_4,1,435,151,6.6,1.8,0.64,4.2,0.6,3,86.04,108.59,5.52,7.71,30.33,6.31,244.51,252.04,3.08,3.02,Sangat Hemat,212.73,1699.53,428349,12850,47500,488700,81450,Tidak,Normal,90.8,Pertahankan pola pemakaian
USR-0556,3,62.3,Bintang_4,1,384,162,8.9,2.7,0.43,5.0,0.52,2,101.85,116.61,12.46,5.14,17.97,5.43,259.46,264.78,2.05,4.16,Sangat Hemat,225.73,1699.53,450005,13500,47500,511005,170335,Tidak,Normal,80.6,Pertahankan pola pemakaian
USR-0557,8,60.7,Tidak_Ada,0,0,161,0.0,2.9,0.0,5.8,0.0,0,0.0,115.61,13.48,0.0,55.23,0.0,184.33,183.37,0.52,3.04,Sangat Hemat,160.36,1699.53,311642,9349,47500,368491,46061,Tidak,Normal,94.8,Pertahankan pola pemakaian
USR-0558,4,61.9,Bintang_4,0,426,148,7.2,4.1,0.21,4.4,0.0,1,92.05,106.32,16.11,2.57,21.31,0.0,238.35,233.86,1.88,3.85,Sangat Hemat,207.37,1699.53,397455,11924,47500,456879,114220,Tidak,Normal,86.6,Pertahankan pola pemakaian
USR-0559,8,82.7,Bintang_1,1,862,123,9.2,3.1,1.07,7.1,0.59,5,237.16,88.22,11.22,12.86,68.28,6.24,423.97,443.6,4.63,5.13,Sangat Hemat,368.85,1699.53,753908,22617,47500,824025,103003,Tidak,Normal,88.1,Pertahankan pola pemakaian
USR-0560,4,62.1,Tidak_Ada,0,0,169,0.0,8.5,0.86,6.9,0.0,4,0.0,121.93,34.09,10.29,32.91,0.0,199.22,192.04,3.61,3.21,Sangat Hemat,173.32,1699.53,326371,9791,47500,383662,95915,Tidak,Normal,88.8,Pertahankan pola pemakaian
USR-0561,4,79.7,Bintang_4,0,412,178,5.4,2.4,0.43,5.4,0.0,2,66.64,128.26,9.96,5.14,26.04,0.0,236.05,225.28,4.56,2.96,Sangat Hemat,205.36,1699.53,382870,11486,47500,441856,110464,Tidak,Normal,86.7,Pertahankan pola pemakaian
USR-0562,5,148.9,Bintang_1,0,847,126,10.3,1.0,0.21,7.3,0.0,1,261.8,90.6,4.22,2.57,43.68,0.0,402.86,383.09,4.91,2.71,Sangat Hemat,350.49,1699.53,651072,19532,47500,718104,143621,Tidak,Normal,81.9,Pertahankan pola pemakaian
USR-0563,5,97.7,Tidak_Ada,1,0,122,0.0,3.1,0.21,7.4,0.12,1,0.0,87.68,14.21,2.57,44.7,1.29,150.44,154.57,2.75,1.54,Sangat Hemat,130.88,1699.53,262703,7881,47500,318084,63617,Tidak,Normal,93.2,Pertahankan pola pemakaian
USR-0564,4,64.2,Tidak_Ada,0,0,147,0.0,2.1,0.64,5.9,0.0,3,0.0,106.03,10.49,7.71,28.26,0.0,152.49,240.89,57.97,2.37,Sangat Hemat,132.66,1699.53,409397,12282,47500,469179,117295,Ya,Anomal,91.4,Pertahankan pola pemakaian
USR-0565,2,109.6,Tidak_Ada,0,0,137,0.0,1.1,0.64,5.5,0.0,3,0.0,98.98,4.65,7.71,13.32,0.0,124.67,125.15,0.39,1.14,Sangat Hemat,108.46,1699.53,212693,6381,47500,266573,133287,Tidak,Normal,86.0,Pertahankan pola pemakaian
USR-0566,3,62.4,Bintang_1,0,891,153,9.1,1.8,0.64,8.3,0.0,3,242.58,110.09,10.07,7.71,29.73,0.0,400.19,579.87,44.9,6.41,Sangat Hemat,348.17,1699.53,985505,29565,47500,1062570,354190,Ya,Anomal,70.0,Pertahankan pola pemakaian
USR-0567,5,35.3,Bintang_1,0,889,174,12.9,2.2,1.07,6.7,0.0,5,343.47,125.4,9.79,12.86,40.33,0.0,531.83,513.06,3.53,15.07,Sangat Hemat,462.7,1699.53,871954,26159,47500,945613,189123,Tidak,Normal,76.1,Pertahankan pola pemakaian
USR-0568,1,50.6,Bintang_4,0,378,105,7.1,5.4,0.86,6.3,0.0,4,80.86,75.66,28.72,10.29,7.51,0.0,203.03,207.92,2.41,4.01,Sangat Hemat,176.64,1699.53,353365,10601,47500,411466,411466,Tidak,Normal,54.4,Pertahankan pola pemakaian
USR-0569,2,37.4,Bintang_4,1,431,182,4.6,1.1,0.64,7.4,0.51,3,59.64,130.77,4.72,7.71,17.67,5.32,225.83,215.78,4.45,6.04,Sangat Hemat,196.47,1699.53,366729,11002,47500,425231,212615,Tidak,Normal,74.6,Pertahankan pola pemakaian
USR-0570,4,63.7,Bintang_4,0,422,142,7.9,3.4,0.0,6.3,0.0,0,100.36,102.14,23.37,0.0,30.25,0.0,256.12,251.47,1.82,4.02,Sangat Hemat,222.83,1699.53,427384,12822,47500,487705,121926,Tidak,Normal,85.6,Pertahankan pola pemakaian
USR-0571,4,72.5,Bintang_4,0,405,160,8.3,10.3,1.5,5.5,0.0,7,100.91,115.37,50.69,18.0,26.37,0.0,311.34,313.28,0.62,4.3,Sangat Hemat,270.87,1699.53,532423,15973,47500,595896,148974,Tidak,Normal,82.5,Pertahankan pola pemakaian
USR-0572,3,129.5,Tidak_Ada,0,0,162,0.0,2.4,0.64,6.1,0.0,3,0.0,116.91,14.62,7.71,21.89,0.0,161.13,159.56,0.98,1.24,Sangat Hemat,140.18,1699.53,271171,8135,47500,326806,108935,Tidak,Normal,87.9,Pertahankan pola pemakaian
USR-0573,4,80.7,Bintang_4,0,366,165,5.7,2.4,0.86,7.0,0.0,4,62.13,118.59,9.32,10.29,33.79,0.0,234.11,228.48,2.41,2.9,Sangat Hemat,203.68,1699.53,388301,11649,47500,447450,111863,Tidak,Normal,86.9,Pertahankan pola pemakaian
USR-0574,9,66.7,Bintang_4,0,376,151,6.1,4.2,0.86,4.0,0.0,4,68.5,108.89,17.15,10.29,43.28,0.0,248.11,258.68,4.26,3.72,Sangat Hemat,215.86,1699.53,439642,13189,47500,500331,55592,Tidak,Normal,93.8,Pertahankan pola pemakaian
USR-0575,1,96.3,Bintang_4,0,409,156,6.9,3.7,0.86,5.7,0.0,4,84.8,112.26,15.89,10.29,6.85,0.0,230.08,240.0,4.31,2.39,Sangat Hemat,200.17,1699.53,407887,12237,47500,467624,467624,Tidak,Normal,48.3,Pertahankan pola pemakaian
USR-0576,4,33.2,Bintang_4,0,370,156,7.3,6.4,0.21,7.4,0.0,1,81.26,112.16,42.8,2.57,35.44,0.0,274.23,271.93,0.84,8.26,Sangat Hemat,238.58,1699.53,462158,13865,47500,523523,130881,Tidak,Normal,84.6,Pertahankan pola pemakaian
USR-0577,1,78.2,Tidak_Ada,0,0,137,0.0,2.5,0.86,5.5,0.0,4,0.0,98.92,10.59,10.29,6.59,0.0,126.39,125.05,1.06,1.62,Sangat Hemat,109.96,1699.53,212521,6376,47500,266397,266397,Tidak,Normal,71.6,Pertahankan pola pemakaian
USR-0578,5,94.3,Bintang_4,0,362,115,9.2,4.1,0.64,7.5,0.0,3,100.31,82.68,15.57,7.71,45.28,0.0,251.56,246.71,1.93,2.67,Sangat Hemat,218.86,1699.53,419296,12579,47500,479375,95875,Tidak,Normal,88.7,Pertahankan pola pemakaian
USR-0579,4,42.9,Bintang_4,0,351,126,8.2,4.2,0.86,7.4,0.0,4,86.72,90.44,23.72,10.29,35.59,0.0,246.76,255.54,3.56,5.75,Sangat Hemat,214.68,1699.53,434297,13029,47500,494826,123706,Tidak,Normal,86.1,Pertahankan pola pemakaian
USR-0580,4,107.4,Bintang_1,0,848,148,9.3,2.2,0.43,5.9,0.0,2,236.4,106.5,10.12,5.14,28.49,0.0,386.64,389.27,0.68,3.6,Sangat Hemat,336.38,1699.53,661573,19847,47500,728920,182230,Tidak,Normal,78.3,Pertahankan pola pemakaian
USR-0581,3,81.1,Bintang_1,0,850,134,6.6,2.5,1.07,5.4,0.0,5,169.34,96.67,10.93,12.86,19.55,0.0,309.34,296.64,4.1,3.82,Sangat Hemat,269.13,1699.53,504156,15125,47500,566781,188927,Tidak,Normal,76.8,Pertahankan pola pemakaian
USR-0582,5,62.3,Bintang_4,1,381,134,9.5,2.7,0.64,5.7,0.23,3,108.83,96.7,10.67,7.71,34.28,2.44,260.63,269.84,3.53,4.19,Sangat Hemat,226.75,1699.53,458597,13758,47500,519855,103971,Tidak,Normal,88.3,Pertahankan pola pemakaian
USR-0583,4,89.8,Tidak_Ada,0,0,186,0.0,1.3,0.21,8.7,0.0,1,0.0,133.91,6.39,2.57,41.59,0.0,184.46,185.1,0.35,2.05,Sangat Hemat,160.48,1699.53,314590,9438,47500,371528,92882,Tidak,Normal,89.6,Pertahankan pola pemakaian
USR-0584,2,159.4,Bintang_4,0,334,167,7.4,2.2,0.86,7.9,0.0,4,74.31,120.37,11.75,10.29,18.9,0.0,235.61,233.62,0.84,1.48,Sangat Hemat,204.98,1699.53,397050,11912,47500,456462,228231,Tidak,Normal,73.5,Pertahankan pola pemakaian
USR-0585,7,76.7,Bintang_4,0,455,145,7.9,6.7,1.29,6.1,0.0,6,108.46,104.37,34.75,15.43,51.45,0.0,314.46,309.36,1.62,4.1,Sangat Hemat,273.58,1699.53,525765,15773,47500,589038,84148,Tidak,Normal,89.9,Pertahankan pola pemakaian
USR-0586,5,78.5,Bintang_1,0,857,163,11.4,5.1,0.21,5.4,0.0,1,294.08,117.68,20.61,2.57,32.35,0.0,467.3,448.58,4.01,5.95,Sangat Hemat,406.55,1699.53,762372,22871,47500,832743,166549,Tidak,Normal,79.0,Pertahankan pola pemakaian
USR-0587,2,61.3,Tidak_Ada,0,0,142,0.0,1.9,0.64,6.1,0.0,3,0.0,101.95,6.93,7.71,14.68,0.0,131.27,137.27,4.57,2.14,Sangat Hemat,114.21,1699.53,233294,6999,47500,287793,143897,Tidak,Normal,85.3,Pertahankan pola pemakaian
USR-0588,8,53.5,Bintang_4,0,389,152,7.7,2.7,0.43,6.2,0.0,2,89.68,109.59,4.04,5.14,59.94,0.0,268.4,375.35,39.85,5.02,Sangat Hemat,233.51,1699.53,637921,19138,47500,704559,88070,Ya,Anomal,92.5,Pertahankan pola pemakaian
USR-0589,1,96.3,Bintang_4,0,343,159,8.5,4.9,1.29,4.8,0.0,6,87.19,114.36,17.77,15.43,5.71,0.0,240.45,231.6,3.68,2.5,Sangat Hemat,209.19,1699.53,393605,11808,47500,452913,452913,Tidak,Normal,46.0,Pertahankan pola pemakaian
USR-0590,4,53.4,Bintang_1,0,770,142,10.0,3.5,0.21,6.1,0.0,1,230.42,101.99,14.77,2.57,29.18,0.0,378.93,379.36,0.11,7.1,Sangat Hemat,329.67,1699.53,644734,19342,47500,711576,177894,Tidak,Normal,78.7,Pertahankan pola pemakaian
USR-0591,4,73.8,Tidak_Ada,1,0,136,0.0,4.4,0.86,7.3,0.3,4,0.0,98.13,19.53,10.29,35.15,3.2,166.3,167.22,0.56,2.25,Sangat Hemat,144.68,1699.53,284200,8526,47500,340226,85056,Tidak,Normal,90.7,Pertahankan pola pemakaian
USR-0592,1,60.9,Tidak_Ada,0,0,174,0.0,3.7,0.43,4.2,0.0,2,0.0,125.62,15.94,5.14,5.04,0.0,151.75,146.71,3.32,2.49,Sangat Hemat,132.02,1699.53,249337,7480,47500,304317,304317,Tidak,Normal,65.9,Pertahankan pola pemakaian
USR-0593,3,85.1,Tidak_Ada,0,0,162,0.0,3.1,1.07,6.8,0.0,5,0.0,116.84,21.72,12.86,24.58,0.0,175.99,174.71,0.73,2.07,Sangat Hemat,153.11,1699.53,296930,8908,47500,353338,117779,Tidak,Normal,86.8,Pertahankan pola pemakaian
USR-0594,3,80.9,Tidak_Ada,1,0,105,0.0,2.5,0.43,7.4,0.59,2,0.0,75.53,12.16,5.14,26.55,6.15,125.54,127.37,1.46,1.55,Sangat Hemat,109.22,1699.53,216462,6494,47500,270456,90152,Tidak,Normal,90.6,Pertahankan pola pemakaian
USR-0595,6,103.5,Bintang_1,0,844,137,6.8,1.3,0.21,5.4,0.0,1,171.86,98.38,4.49,2.57,39.16,0.0,316.47,309.64,2.16,3.06,Sangat Hemat,275.33,1699.53,526236,15787,47500,589523,98254,Tidak,Normal,88.2,Pertahankan pola pemakaian
USR-0596,4,60.2,Bintang_4,0,409,134,8.1,4.1,0.43,7.7,0.0,2,99.57,96.75,20.96,5.14,36.93,0.0,259.36,254.99,1.68,4.31,Sangat Hemat,225.64,1699.53,433363,13001,47500,493864,123466,Tidak,Normal,85.4,Pertahankan pola pemakaian
USR-0597,4,65.5,Tidak_Ada,0,0,138,0.0,2.4,1.07,5.3,0.0,5,0.0,99.06,11.55,12.86,25.49,0.0,148.95,143.32,3.78,2.27,Sangat Hemat,129.58,1699.53,243570,7307,47500,298377,74594,Tidak,Normal,91.6,Pertahankan pola pemakaian
USR-0598,1,51.1,Tidak_Ada,0,0,167,0.0,1.0,0.43,6.4,0.0,2,0.0,120.42,3.6,5.14,7.73,0.0,136.89,135.7,0.87,2.68,Sangat Hemat,119.09,1699.53,230624,6919,47500,285042,285042,Tidak,Normal,69.3,Pertahankan pola pemakaian
USR-0599,6,61.6,Bintang_1,0,843,150,6.3,2.0,0.43,5.7,0.0,2,159.2,108.28,9.33,5.14,40.99,0.0,322.94,325.65,0.84,5.24,Sangat Hemat,280.96,1699.53,553444,16603,47500,617548,102925,Tidak,Normal,87.9,Pertahankan pola pemakaian
USR-0600,3,82.2,Bintang_4,0,411,122,6.3,4.5,0.64,5.7,0.0,3,77.89,87.99,22.56,7.71,20.49,0.0,216.65,208.34,3.83,2.64,Sangat Hemat,188.49,1699.53,354084,10623,47500,412207,137402,Tidak,Normal,83.8,Pertahankan pola pemakaian
USR-0601,3,93.8,Tidak_Ada,0,0,142,0.0,0.9,0.86,5.4,0.0,4,0.0,102.48,4.67,10.29,19.38,0.0,136.81,138.38,1.15,1.46,Sangat Hemat,119.03,1699.53,235187,7056,47500,289743,96581,Tidak,Normal,89.8,Pertahankan pola pemakaian
USR-0602,3,52.1,Bintang_1,0,837,161,7.8,1.5,0.43,6.7,0.0,2,196.83,115.8,4.25,5.14,24.11,0.0,346.14,342.6,1.02,6.64,Sangat Hemat,301.14,1699.53,582259,17468,47500,647227,215742,Tidak,Normal,74.1,Pertahankan pola pemakaian
USR-0603,4,97.6,Tidak_Ada,0,0,146,0.0,3.0,0.86,6.8,0.0,4,0.0,104.84,15.0,10.29,32.87,0.0,163.0,165.9,1.78,1.67,Sangat Hemat,141.81,1699.53,281959,8459,47500,337918,84479,Tidak,Normal,90.8,Pertahankan pola pemakaian
USR-0604,6,115.7,Bintang_1,0,849,137,7.7,6.3,0.86,5.9,0.0,4,196.99,98.72,36.45,10.29,42.74,0.0,385.17,378.04,1.85,3.33,Sangat Hemat,335.1,1699.53,642494,19275,47500,709269,118212,Tidak,Normal,85.6,Pertahankan pola pemakaian
USR-0605,7,83.2,Bintang_4,1,404,157,5.6,5.0,0.64,4.6,0.2,3,67.38,112.77,30.7,7.71,38.98,2.14,259.68,405.01,55.96,3.12,Sangat Hemat,225.92,1699.53,688333,20650,47500,756483,108069,Ya,Anomal,91.7,Pertahankan pola pemakaian
USR-0606,2,138.9,Bintang_1,1,812,182,10.2,6.7,1.5,6.4,0.53,7,248.86,131.3,22.73,18.0,15.37,5.58,441.84,446.83,1.13,3.18,Sangat Hemat,384.4,1699.53,759396,22782,47500,829678,414839,Tidak,Normal,50.4,Pertahankan pola pemakaian
USR-0607,3,54.9,Bintang_4,1,345,159,8.1,3.1,0.0,6.4,0.51,0,83.9,114.64,13.45,0.0,23.12,5.4,240.52,245.1,1.91,4.38,Sangat Hemat,209.25,1699.53,416557,12497,47500,476554,158851,Tidak,Normal,82.0,Pertahankan pola pemakaian
USR-0608,3,46.6,Bintang_1,0,900,176,7.4,2.4,0.86,5.8,0.0,4,201.13,126.73,10.68,10.29,20.82,0.0,369.65,566.52,53.26,7.94,Sangat Hemat,321.59,1699.53,962811,28884,47500,1039196,346399,Ya,Anomal,72.3,Pertahankan pola pemakaian
USR-0609,4,38.6,Bintang_1,0,894,138,10.0,4.5,1.07,7.9,0.0,5,268.33,99.68,23.03,12.86,37.76,0.0,441.66,425.6,3.64,11.43,Sangat Hemat,384.25,1699.53,723325,21700,47500,792525,198131,Tidak,Normal,75.2,Pertahankan pola pemakaian
USR-0610,4,121.5,Bintang_1,1,893,150,8.5,1.6,0.64,4.4,0.8,3,228.88,107.88,6.9,7.71,21.29,8.43,381.1,398.83,4.65,3.14,Sangat Hemat,331.56,1699.53,677821,20335,47500,745656,186414,Tidak,Normal,78.6,Pertahankan pola pemakaian
